HTML Bölümü,İçerik,Kullanıcı Sorgusu,Benzerlik Skoru,Uyum Durumu
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",reklam ver,0.2315,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",reklam vermek,0.2236,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",web site reklam,0.2096,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",ads reklam vermek,0.2636,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",ads reklam ver,0.267,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",google reklam vermek,0.1728,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",google reklam verme,0.1554,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",reklam verme,0.2253,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",reklam ver,0.2315,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",reklam vermek,0.2236,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",web site reklam,0.2096,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",ads reklam vermek,0.2636,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",ads reklam ver,0.267,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!
2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.
Bizimle İletişime Geçin, İşinizi Birlikte Büyütelim!",google reklam vermek,0.1728,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",google reklam verme,0.2356,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",reklam verme,0.2738,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",reklam ver,0.268,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",reklam vermek,0.304,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",web site reklam,0.2122,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",ads reklam vermek,0.2209,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",ads reklam ver,0.1985,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",google reklam vermek,0.2706,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",google reklam verme,0.2356,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",reklam verme,0.2738,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",reklam ver,0.268,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",reklam vermek,0.304,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",web site reklam,0.2122,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",ads reklam vermek,0.2209,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",ads reklam ver,0.1985,uyumsuz
div,"biz kimiz?
Ödüllü ajansla çalışın, karlı çıkın!",google reklam vermek,0.2706,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",google reklam verme,0.0892,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam verme,0.1546,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam ver,0.1647,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam vermek,0.1453,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",web site reklam,0.155,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam vermek,0.223,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam ver,0.2306,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",google reklam vermek,0.1007,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",google reklam verme,0.0892,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam verme,0.1546,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam ver,0.1647,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",reklam vermek,0.1453,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",web site reklam,0.155,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam vermek,0.223,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",ads reklam ver,0.2306,uyumsuz
div,"2007 yılında İzmir Yüksek Teknoloji Enstitüsü bünyesindeki İzmir Teknoloji Geliştirme Bölgesi’nde üniversitenin Elektrik-Elektronik Mühendisliği bölümü bünyesinde çalışan akademisyenler Dr. Bora Mocan, Dr. Şükrü Ozan, Dr. İlker Tanyer ve Nejla Mocan tarafından kurulmuş olan AdresGezgini Anonim Şirketi, günümüzde 2.000.000TL ödenmiş sermayesi, İzmir ve İstanbul’daki 50’den fazla uzman personeliyle Türkiye’nin en büyük bilişim firmalarından bir tanesidir.

Bilişim kategorisinde son 4 yıldır İzmir’de vergi rekortmenliği ödülü almış bir firma olan AdresGezgini A.Ş. bu başarısını sağladığı yüksek müşteri memnuniyetine, AR-GE kültürüne ve mühendislik altyapısına borçludur.",google reklam vermek,0.1007,uyumsuz
